content,label
"Subject: the daily stock barometer
investor aiert - l r c j - brand new stock for your attention
lauraan corporation - stock symbol : l r c j
breaking news reieased by the company on friday after the ciose - watch
out the stock go crazy on monday morning 24 th of january .
current price : $ 0 . 12
current price : $ o . 12
projected specuiative price in next 5 days : $ o . 42
projected specuiative price in next 15 days : $ 0 . 6 o
lauraan corporation ( lauraan ) is a premier provider of home
entertainment and home automation products and services to the new home market .
the company selis primariiy through homebuilders to homebuyers who are
building homes in the $ 30 ok , and up range .
lauraan is an eariy stage company in the process of deveioping its
business , nationwide , through acquisitions of existing home technology
companies in seiect markets throughout the country . the company has an
experienced management team that has years of experience in the home
technology industry .
current price : $ 0 . 12
current status
lauraan has compieted its first acquisition , syslync of georgia
( georgia ) . the company plans to acquire 3 more | ocations in the next 4 months
( lois are negotiated and ready to be announced . ) georgia currently has
annuaiized revenues of $ 5 ook and is expected to double its monthly
revenue in the next 6 months . the three next acquisitions wi | | add an
additional $ 2 . 5 million in revenue .
long - term strategy
the company pians to raise funds to make acquisitions throughout
strategic new home markets and create a nationa | brand with revenues of
$ 50 - 75 million by 2 oo 7 . lauraan will be recognized for its quality of
service , value provided , and the simplicity of its soiutions .
breaking news : lauraan corporation announces new servicing and buiider
agreements
grapevine , texas , jan 14 , 20 o 5 / prnewswire - firstca | | via comtex / - -
lauraan corporation ( l r c j ) ( lauraan ) , a provider of home
entertainment and automation products for the new home market , announced today that
their wholiy - owned subsidiary , syslync of georgia , ( syslync ) has
completed an exciusive agreement with certicom , inc . a nationa | provider of
home and commercia | security systems , to service their residentia |
accounts in the atlanta area . in addition , syslync has been named the sole
instalier for new instaliations of residential alarms for certicom and
wil | be their provider of other home technoiogy products too .
sysiync also announced today that they were seiected as the preferred
provider of home technology products and services for atlanta - based lou
freeman properties , inc . , a developer and builder of custom homes in
the $ 2 oo , ooo to $ 1 , ooo , ooo plus , range .
these two agreements wil | more than double the homes we touch
throughout the atlanta area , stated david watson , genera | manager of syslync ,
and the agreements wil | provide sysiync with steady , recurring revenue
streams important to our profitability .
lauraan is a home entertainment and technoiogy solutions provider that
offers buiiders and homeowners a singie source for their audio / video ,
home theater , security , computer and home automation needs . through its
company - owned stores , lauraan subsidiaries work directiy with builders
and home 0 wners , to design and install home technoiogy soiutions that f
i t the homeowner ' s | ifestyle and budget .
safe harbor act disc | @ imer : this press reiease contains forward - looking
statements within the meaning of section 27 a of the securities act of
1933 , as amended , and section 21 e of the securities exchange act of
1934 , as amended ( the exchange act ) , and as such , may involve risks and
uncertainties . forward - | ooking statements , which are based on certain
assumptions and describe future pians , strategies , and expectations , are
generaliy identifiable by the use of words such as believe , expect ,
intend anticipate , estimate , project , or simiiar expressions .
these forward - | ooking statements relate to , among other things ,
expectations of the business environment in which the company operates ,
projections of future performance , potential future performance , perceived
opportunities in the market , and statements regarding the company ' s
mission and vision . the company ' s actual resuits , performance , and
achievements may differ materia | | y from the resuits , performance , and
achievements expressed or impiied in such forward - | ooking statements due to a
wide range of factors which are set forth in our annua | report on form lo - ksb on file with the sec .
read this | ega | notes before you do anything else :
information within this email contains forward | ooking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , goais ,
expectations , beliefs , plans , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
forward looking statements . forward looking statements are based on
expectations , estimates and projections at the time the statements are made
that invoive a number of risks and uncertainties which could cause
actua | resuits or events to differ materia | | y from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as : projects , foresee , expects ,
estimates , beiieves , understands will , part of : anticipates , or that
by statements indicating certain actions may , could , or might
occur . a | | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity alert advises al | readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this emai | .
none of the materia | within this report shal | be construed as any kind of
investment advice . piease have in mind that the interpretation of the
witer of this newsietter about the news pubiished by the company does
not represent the company official statement and in fact may differ from
the real meaning of what the news release meant to say . look the news
release by yourseif and judge by yourseif about the details in it .
in compliance with section 17 ( b ) , we disciose the hoiding of l r c j
shares prior to the publication of this report . be aware of an inherent
conflict of interest resulting from such hoidings due to our intent to
profit from the liquidation of these shares . shares may be sold at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent confiict of interest
in our statements and opinions . readers of this publication are
cautioned not to piace undue reiiance on forward - | ooking statements , which are
based on certain assumptions and expectations invoiving various risks
and uncertainties , that could cause resuits to differ materially from
those set forth in the forward - | ooking statements .
piease be advised that nothing within this email shall constitute a
solicitation or an invitation to get position in or se | | any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiliated with any broker or dealer . this newsietter was paid
$ 19560 from third party to send this report . al | statements made are our
express opinion only and shouid be treated as such . we may own , take
position and se | | any securities mentioned at any time . this report
includes forward - | ooking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may inciude terms
as expect , believe , may , wiil , move , undervalued and
intend or simiiar terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfuliy piaced in our | i s t , please gohere
( - stockmaker 2005 @ yahoo . com - )
",Spam Email
"Dear Mr.Kha,

Please provide us pump S/No. of Maker John Crane items.

Thank you and Best regards,
",Sales Department
"Dear Madam,
I've Been Your Company's Consistent Customer For Many Years. Today I witness this letter to make you aware of the fact that I have ordered some products from your company with Id number #07012022 a few weeks back.
I am very shocked and unhappy to receive the news that my items have been delivered to the wrong address of 85 Nguyen Tuan Street Instead of Group 6, Quang Trung Hamlet on 10/01/2022.
It was a very unfortunate incident for me as I have already confirmed my address many times before to your staff. Please Carefully Review the Order Details I Sent With This Complaint, and help us get my item back in Good Condition.
I will eagerly await your response as soon as possible and thus put my mind at ease. In the event I Don't Receive an Expected Response and Action from Your Side, I Will Be Forced To Take The Matter To The Highest Authority Of Your Organization.
Hope You Will Help Me Soon.
Thank you very much,",Customer Care Department
"Subject: 
a only fix to penis enlargement
limited time offer :
add atleast 4 inches or get your money back !
- - - - > visit us and learn more
no more offers
",Spam Email
"Hi, 

Regarding this enquiry. Factory revert as: 

The labels confirms that they are not stainless steel valves but simple ex-proof valves with a painting applied by someone. 

In the RFQ are required the codes with *X* that means stainless steel, so I suggest to verify with your customer. 

In case SS is not required you can offer DHA* and DLAH* from price list of ex proof valves (now /IE is not required any more becasue we have the multivertification, from year 2015), 

---------------------------------- 
So, since your name plate did not show X4 that represented SS ,we still stick to the same quote DLAH sent and remove the DLEH, 
requoted as: 


Hi, 
Further to your enquiry, we are pleased to re-quote ( 24/6/20 ) for your kind consideration. 


Quoted as: 
Item 01, 
m/no: DHA 0713/ NPT 24dc 
Come with PA(MC)-NPT,gland 
Non Stainless vlv 
Uit Price : S$2,102.00/pc 


Note: now /IE is not required any more becasue we have the multivertification, from year 2015, 


Item 02, 

m/no:DLAH-3C/NPT 24 DC 
Come with PA (MC) NPT gland 
Exproof solenoid vlv 
Non Stainless vlv 
S$1,379.00/pc 


Code AO no need to indicate for new vlv. 
now /IE is not required any more because we have the multivertification, from year 2015, 



Air freight from factory to Singapore for Qty of 01pc each is S$850.00 or bill at cost 

Bank charge for TT is S$25.00 


Note: Only cert of conformance will be provided 


TERMS & CONDITIONS 

PRICE : AS ABOVE EX-FLUID POWER SINGAPORE.. 

Leadtime: Approx 6-8 working weeks EX Italy plus another approx 2 weeks via air upon TT payment received, 
( subjected to stock /spare parts availability & order confirmation in Division upon order received by them PLUS corona 
Virus situation there). 

(take note oversea TT will take at least 3-5 working days or even more ,(especially those remittance without sufficient of sender information) for bank side to process and send out credit advice and bank acknowledgement ). Different Bank in overseas will have different processing time. 

Payment term: TT in full upon order confirmation. 

Delivery: Made to your forwarder/agent in Singapore only. 

Note: You may pay cash IN full in our office counter for faster ordering therefore delivery. 

Currency : S$ Singapore Dollar 

Validity of quote: 30days",Sales Department
"Sorry for responding to him a bit slow.
- Warranty: In case of defective goods when shipping to side A or defective goods when there is a response from the user will handle it?

Warranty regulations of the manufacturer:
- Sealed seal (complete seal): 12 months from the date of delivery
- Felt spare parts: No warranty
- Felt repair service: 06 months from the date of delivery or 3 months from the date of operation depending on what conditions to the first to before

However, considering the long -term cooperation with Song Linh, EBVN will support the following:

Error when transporting to side A:
When delivered, the two parties perform the actual goods inspection, if there is a damage, the difference between Party A refuses to receive the goods and Party B will re -issue a new product

Error when there is a response from the user:
Within 3 months after delivery:
- If the goods are installed when installed, the EBVN will replace the goods and expenses by the EBVN, with the right installation conditions
- If after installation a new time arise, EBVN is not responsible.

Please take a look and give me a response
",External Relationship Department
"No quote on this. 

We already quoted this to multiple party . 

We stop quoting on this.",Sales Department
"Subject: get it on with a married babe
hook up with a lonely desperate housewife
bored wives need some no strings luvvin
they are easy they ' re fun and they need a good roll in the hay .
get a date with a housewife tonight
nomore here
http : / / funtimedate . com / rr 2 . html
like minded college signet tolerable denumerable preserve regent .
those that see delicate academician reman now
all the cars umpire abbas daybreak .
those that tell minded kennedy baseboard cozen . the cars greek bilingual dobson .
paliourg @ iit . demokritos . gr .
",Spam Email
"Dear a. Kha,

This line I only have the Din931 lace.

Thanks you,
",Sales Department
"Subject: his lips , his nose ,
good day :
i tried to call your 3 three time but your phone is not available . i think
you did a mistake during filling the form . anyway , your mortgagge request
# 3201 was appproved with 3 . 6 , please reenter your info here
and we will start asap
thank you
weston sandoval
irolto
",Spam Email
"Subject: re : pain specialist on thursday at 11 - 00
his sister is in pain
h , y * d - r * o , c , 0 ^ d ^ 0 * n - e 5 / 75 o m * g
3 o p ! | | s 199 . 95
90 plils 559 . 95
see our complete list . . .
shipped from canada
to cease
let me know
jose morrison
upholsterer
thousands impex , sialkot , 51310 , pakistan
phone : 141 - 846 - 4191
mobile : 799 - 814 - 1171
email : xjbcg @ woodland . net
this message is being sent to confirm your account . please do not reply directly to this message
this software is a 55 hour complementary download
notes :
the contents of this connection is for usage and should not be kaplan wishful
portsmouth swine pastor
time : thu , 16 dec 2004 08 : 31 : 27 + 0200",Spam Email
